Cod Dpto;Departamento;Cod Mpio;Municipio;Resultado;Indicador Resultado;LB Resultado;Meta Resultado;Codigo Producto;Producto;Indicador Producto;LB Producto;Meta Producto;Orientacion;Codigo Sector;Sector;ODS;Pilar Plan Marco de Implementación;ValorEsperado2016;ValorEjecutado2016;% Avance 2016;Rango Calificación 2016;ObservacionEvaluacion2016;BPIN 2016;Priorizada2016;Observaciones2016;ValorEsperado2017;ValorEjecutado2017;% Avance 2017;Rango Calificación 2017;ObservacionEvaluacion2017;BPIN 2017;Priorizada2017;Observaciones2017;ValorEsperado2018;ValorEjecutado2018;% Avance 2018;Rango Calificación 2018;ObservacionEvaluacion2018;BPIN 2018;Priorizada2018;Observaciones2018;ValorEsperado2019;ValorEjecutado2019;% Avance 2019;Rango Calificación 2019;ObservacionEvaluacion2019;BPIN 2019;Priorizada2019;Observaciones2019;Prog Cof Dpto 2016;Prog Cof Nacion 2016;Prog Credito 2016;Prog Otros 2016;Prog Recursos Propios 2016;Prog SGP Alim Escolar 2016;Prog SGP APSB 2016;Prog SGP Cultura 2016;Prog SGP Deporte 2016;Prog SGP Educacion 2016;Prog SGP Libre Dest 2016;Prog SGP Libre Inv 2016;Prog SGP RioMagdalena 2016;Prog SGP Salud 2016;Prog Regalías 2016;Prog Total 2016;Ejec Cof Dpto 2016;Ejec Cof Nacion 2016;Ejec Credito 2016;Ejec Otros 2016;Ejec Recursos Propios 2016;Ejec SGP Alim Escolar 2016;Ejec SGP APSB 2016;Ejec SGP Cultura 2016;Ejec SGP Deporte 2016;Ejec SGP Educacion 2016;Ejec SGP Libre Dest 2016;Ejec SGP Libre Inv 2016;Ejec SGP RioMagdalena 2016;Ejec SGP Primera Infancia 2016;Ejec SGP Salud 2016;Ejec Regalías 2016;Ejec Funcionamiento 2016;Ejec Gestionados 2016;Ejec Total 2016;Prog Cof Dpto 2017;Prog Cof Nacion 2017;Prog Credito 2017;Prog Otros 2017;Prog Recursos Propios 2017;Prog SGP Alim Escolar 2017;Prog SGP APSB 2017;Prog SGP Cultura 2017;Prog SGP Deporte 2017;Prog SGP Educacion 2017;Prog SGP Libre Dest 2017;Prog SGP Libre Inv 2017;Prog SGP RioMagdalena 2017;Prog SGP Salud 2017;Prog Regalías 2017;Prog Total 2017;Ejec Cof Dpto 2017;Ejec Cof Nacion 2017;Ejec Credito 2017;Ejec Otros 2017;Ejec Recursos Propios 2017;Ejec SGP Alim Escolar 2017;Ejec SGP APSB 2017;Ejec SGP Cultura 2017;Ejec SGP Deporte 2017;Ejec SGP Educacion 2017;Ejec SGP Libre Dest 2017;Ejec SGP Libre Inv 2017;Ejec SGP RioMagdalena 2017;Ejec SGP Primera Infancia 2017;Ejec SGP Salud 2017;Ejec Regalías 2017;Ejec Funcionamiento 2017;Ejec Gestionados 2017;Ejec Total 2017;Prog Cof Dpto 2018;Prog Cof Nacion 2018;Prog Credito 2018;Prog Otros 2018;Prog Recursos Propios 2018;Prog SGP Alim Escolar 2018;Prog SGP APSB 2018;Prog SGP Cultura 2018;Prog SGP Deporte 2018;Prog SGP Educacion 2018;Prog SGP Libre Dest 2018;Prog SGP Libre Inv 2018;Prog SGP RioMagdalena 2018;Prog SGP Salud 2018;Prog Regalías 2018;Prog Total 2018;Ejec Cof Dpto 2018;Ejec Cof Nacion 2018;Ejec Credito 2018;Ejec Otros 2018;Ejec Recursos Propios 2018;Ejec SGP Alim Escolar 2018;Ejec SGP APSB 2018;Ejec SGP Cultura 2018;Ejec SGP Deporte 2018;Ejec SGP Educacion 2018;Ejec SGP Libre Dest 2018;Ejec SGP Libre Inv 2018;Ejec SGP RioMagdalena 2018;Ejec SGP Primera Infancia 2018;Ejec SGP Salud 2018;Ejec Regalías 2018;Ejec Funcionamiento 2018;Ejec Gestionados 2018;Ejec Total 2018;Prog Cof Dpto 2019;Prog Cof Nacion 2019;Prog Credito 2019;Prog Otros 2019;Prog Recursos Propios 2019;Prog SGP Alim Escolar 2019;Prog SGP APSB 2019;Prog SGP Cultura 2019;Prog SGP Deporte 2019;Prog SGP Educacion 2019;Prog SGP Libre Dest 2019;Prog SGP Libre Inv 2019;Prog SGP RioMagdalena 2019;Prog SGP Salud 2019;Prog Regalías 2019;Prog Total 2019;Ejec Cof Dpto 2019;Ejec Cof Nacion 2019;Ejec Credito 2019;Ejec Otros 2019;Ejec Recursos Propios 2019;Ejec SGP Alim Escolar 2019;Ejec SGP APSB 2019;Ejec SGP Cultura 2019;Ejec SGP Deporte 2019;Ejec SGP Educacion 2019;Ejec SGP Libre Dest 2019;Ejec SGP Libre Inv 2019;Ejec SGP RioMagdalena 2019;Ejec SGP Primera Infancia 2019;Ejec SGP Salud 2019;Ejec Regalías 2019;Ejec Funcionamiento 2019;Ejec Gestionados 2019;Ejec Total 2019;Prog Total Cuatrienio;Ejec Total Cuatrienio
05;ANTIOQUIA;05088;BELLO;51.Implementar en un 98 Porciento el Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;Porcentaje de implementación del Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;98;98;1205328;50  cuadrantes de la Policía operando;50  cuadrantes de la Policía operando.;21;50;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;21;21;100;Sobresaliente;meta evaluable;"2016-005-088-008
2016-005-088-009
2016-005-088-130";Normal;-;9;9;100;Sobresaliente;meta evaluable;2 0 1 7 0 0 5 0 8 8 086;Normal;-;15;24;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;-;-;-;-;1065496640;-;-;-;-;-;-;-;-;-;-;1065496640;-;-;-;-;376830450;-;-;-;-;-;-;-;-;-;-;-;-;-;376830450;-;-;-;-;400000000;-;-;-;-;-;-;-;-;-;-;400000000;-;-;-;926870868;720000000;-;-;-;-;-;-;-;-;-;-;-;-;-;1646870868;-;-;-;-;166666666,7;-;-;-;-;-;-;-;-;-;-;166666666,7;-;-;-;-;104363290;-;-;-;-;-;-;-;-;-;-;-;-;-;104363290;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;1632163307;2128064608
05;ANTIOQUIA;05088;BELLO;51.Implementar en un 98 Porciento el Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;Porcentaje de implementación del Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;98;98;1205329;120 cámaras de seguridad instaladas y funcionando;120 cámaras de seguridad instaladas y funcionando.;18;120;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;18;18;100;Sobresaliente;meta evaluable;"2016-005-088-008
2016-005-088-009
2016-005-088-130";Normal;-;71;71;100;Sobresaliente;meta evaluable;2 0 1 7 0 0 5 0 8 8 086;Normal;"(RESERVAS PRESUPUETALES)
APORTE DEL MINISTERIO DEL INTERIOR - SIN SITUACION DE FONDO (CAMARAS DE SEGURIDAD)";16;16;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;-;-;-;-;475165550;-;-;-;-;-;-;-;-;-;-;475165550;-;-;-;-;376830450;-;-;-;-;-;-;-;-;-;-;-;-;-;376830450;-;-;-;-;280000000;-;-;-;-;-;-;-;-;-;-;280000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5333973231;5333973231;-;-;-;491113057;-;-;-;-;-;-;-;-;-;-;-;491113057;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100000000;-;100000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;1246278607;5810803681
05;ANTIOQUIA;05088;BELLO;51.Implementar en un 98 Porciento el Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;Porcentaje de implementación del Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;98;98;1205330;10 porciento de fortalecimiento al programa de Departamentos y Municipios seguros (DMS);10 porcentaje de fortalecimiento al programa de Departamentos y Municipios seguros (DMS).;10;10;Mantenimiento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;10;10;100;Sobresaliente;valores iguales;"2016-005-088-008
2016-005-088-009
2016-005-088-130";Normal;-;10;10;100;Sobresaliente;valores iguales;2 0 1 7 0 0 5 0 8 8 086;Normal;-;10;10;100;Sobresaliente;valores iguales;-;Normal;-;10;10;100;Sobresaliente;valores iguales;-;Normal;-;-;-;-;-;370714290;-;-;-;-;-;-;-;-;-;-;370714290;-;-;-;-;376830450;-;-;-;-;-;-;-;-;-;-;-;-;-;376830450;-;-;-;-;5000000;-;-;-;-;-;-;-;-;-;-;5000000;-;-;-;-;333136491;-;-;-;-;-;-;-;-;-;-;-;-;-;333136491;-;-;-;-;726962000;-;-;-;-;-;-;-;-;-;-;726962000;-;-;-;-;423829620;-;-;-;-;-;-;-;-;-;-;-;-;-;423829620;-;-;-;-;1070000000;-;-;-;-;-;-;-;-;-;-;1070000000;-;-;-;-;149309715;-;-;-;-;-;-;-;-;-;-;-;-;-;149309715;2172676290;1283106276
05;ANTIOQUIA;05088;BELLO;51.Implementar en un 98 Porciento el Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;Porcentaje de implementación del Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;98;98;1205331;2,500 participantes en el componente de educación para la prevencion en convivencia y seguridad;2,500 participantes en el componente de educación para la prevencion en convivencia y seguridad;2500;2500;Mantenimiento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;2500;3600;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;"2016-005-088-008
2016-005-088-009
2016-005-088-130";Normal;-;2500;1166;46,64;Bajo;meta evaluable;2 0 1 7 0 0 5 0 8 8 086;Normal;-;2500;4982;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;2500;2500;100;Sobresaliente;valores iguales;-;Normal;-;-;-;-;-;359165550;-;-;-;-;-;-;-;-;-;-;359165550;-;-;-;-;376830450;-;-;-;-;-;-;-;-;-;-;-;-;-;376830450;-;-;-;-;15000000;-;-;-;-;-;-;-;-;-;-;15000000;-;-;-;-;50000000;-;-;-;-;-;-;-;-;-;-;-;-;-;50000000;-;-;-;-;166666666,7;-;-;-;-;-;-;-;-;-;-;166666666,7;-;-;-;-;104363290;-;-;-;-;-;-;-;-;-;-;-;-;-;104363290;-;-;-;-;100000000;-;-;-;-;-;-;-;-;-;-;100000000;-;-;-;-;149309715;-;-;-;-;-;-;-;-;-;-;-;-;-;149309715;640832216,7;680503455
05;ANTIOQUIA;05088;BELLO;51.Implementar en un 98 Porciento el Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;Porcentaje de implementación del Plan Integral de Seguridad y Convivencia Ciudadana  (PISCC).;98;98;1205332;2 grupos policía cívica juvenil conformados;2 grupos policía cívica juvenil conformados.;1;2;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;1;1;100;Sobresaliente;meta evaluable;"2016-005-088-008
2016-005-088-009
2016-005-088-130";Normal;-;1;1;100;Sobresaliente;meta evaluable;2 0 1 7 0 0 5 0 8 8 086;Normal;-;1;2;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;-;-;-;-;356662190;-;-;-;-;-;-;-;-;-;-;356662190;-;-;-;-;376830450;-;-;-;-;-;-;-;-;-;-;-;-;-;376830450;-;-;-;-;15000000;-;-;-;-;-;-;-;-;-;-;15000000;-;-;-;-;23378256;-;-;-;-;-;-;-;-;-;-;-;-;-;23378256;-;-;-;-;166666666,7;-;-;-;-;-;-;-;-;-;-;166666666,7;-;-;-;-;104363290;-;-;-;-;-;-;-;-;-;-;-;-;-;104363290;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;538328856,7;504571996
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205333;400 intervenciones psicosociales;400 intervenciones psicosociales.;400;400;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;50;50;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;250;250;100;Sobresaliente;meta evaluable;-;Normal;-;50;1804;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;50;50;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;18000000;-;-;-;-;-;-;-;-;-;-;-;18000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18000000;-;18000000;-;-;-;-;55000000;-;-;-;-;-;-;-;-;-;-;55000000;-;-;-;-;14593281;-;-;-;-;-;-;-;-;-;-;-;-;-;14593281;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74160000;-;74160000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;93833333,33;116753281
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205334;400  participantes  en los talleres  de construccion de entornos protectores;400  participantes  en los talleres  de construccion de entornos protectores.;400;400;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;150;150;100;Sobresaliente;meta evaluable;-;Normal;-;100;23;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;150;150;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;3000000;-;-;-;-;-;-;-;-;-;-;3000000;-;-;-;-;5000000;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74160000;-;74160000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;200000000;-;-;-;-;-;-;210000000;23833333,33;289160000
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205335;21080   participantes  en los talleres  de generación de resiliencia;21.080   participantes  en los talleres  de generación de resiliencia.;21080;21080;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;20;20;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;7020;7504;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;7040;26911;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;7000;7000;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;18000000;-;-;-;-;-;-;-;-;-;-;-;18000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18000000;-;18000000;-;-;-;-;3000000;-;-;-;-;-;-;-;-;-;-;3000000;-;-;-;-;5000000;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74160000;-;74160000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;41833333,33;107160000
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205336;21080   participantes en los talleres de pedagogía del ahorro y la inversion para la paz;21.080   participantes en los talleres de pedagogía del ahorro y la inversion para la paz.;0;21080;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;7080;7772;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;7000;22804;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;7000;7000;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;3000000;-;-;-;-;-;-;-;-;-;-;3000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000000;-;1000000;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74160000;-;74160000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;23833333,33;85160000
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205337;400  participantes  en los talleres  de  negociación de conflictos para la paz;400  participantes  en los talleres  de  negociación de conflictos para la paz.;400;400;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;150;150;100;Sobresaliente;meta evaluable;-;Normal;-;100;11038;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;150;150;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;3000000;-;-;-;-;-;-;-;-;-;-;3000000;-;-;-;-;5000000;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74160000;-;74160000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;23833333,33;89160000
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205338;21080 participantes  en los talleres   de formulación de proyecto de vida;21.080 participantes  en los talleres   de formulación de proyecto de vida.;5270;21080;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;1500;1512;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;5500;5502;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;7080;14896;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;7000;7000;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;18000000;-;-;-;-;-;-;-;-;-;-;-;18000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18000000;-;18000000;-;-;-;-;3000000;-;-;-;-;-;-;-;-;-;-;3000000;-;-;-;-;5000000;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;20833333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74160000;-;74160000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;41833333,33;107160000
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205339;40 comités  de mediación escolar activos;40 comités  de mediación escolar activos.;40;40;Mantenimiento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;40;NE;0;No Ejecutada;meta no ejecutada;-;Normal;-;40;15;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;40;40;100;Sobresaliente;valores iguales;-;Normal;-;40;40;100;Sobresaliente;valores iguales;-;Normal;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;5000000;-;-;-;-;16666666,67;-;-;-;-;-;-;-;-;-;-;16666666,67;-;-;-;-;4958333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;4958333,33;-;-;-;-;25000000;-;-;-;-;-;-;-;-;-;-;25000000;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;41666667,67;19958333,33
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205340;150 mediadores escolares formados;150 mediadores escolares formados.;150;150;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;50;50;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;50;50;100;Sobresaliente;meta evaluable;-;Normal;-;50;50;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;5000000;-;-;-;-;16666666,67;-;-;-;-;-;-;-;-;-;-;16666666,67;-;-;-;-;4958333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;4958333,33;-;-;-;-;25000000;-;-;-;-;-;-;-;-;-;-;25000000;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;41666666,67;19958333,33
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205341;1800  negociadores  comunitarios  formados;1.800  negociadores  comunitarios  formados.;7200;7200;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;3000;3000;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;3000;6000;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;1200;1200;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;5000000;-;-;-;-;16666666,67;-;-;-;-;-;-;-;-;-;-;16666666,67;-;-;-;-;4958333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;4958333,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;16666666,67;19958333,33
05;ANTIOQUIA;05088;BELLO;52.Conseguir una tasa de programas  aplicables  en derechos humanos por gobierno de 80.;Tasa de programas  aplicables  en derechos humanos por gobierno.;0;80;1205342;4 informes estadísticos  al año;4 informes estadísticos  al año.;4;4;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;1;1;100;Sobresaliente;meta evaluable;-;Normal;-;1;1;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;1;0;0;Crítico;avance muy cercano a cero;-;Normal;-;1;0;0;Crítico;avance muy cercano a cero;-;Normal;-;-;-;-;15105700;-;-;-;-;-;-;-;-;-;-;-;15105700;-;-;-;15105690;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15105690;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;5000000;-;-;-;-;45000000;-;-;-;-;-;-;-;-;-;-;45000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;60105700;30105690
05;ANTIOQUIA;05088;BELLO;53. 80 porciento de reintegradas participantes en los proceso de reintegración.;Personas reintegradas participantes en los proceso de reintegración.;0;80;1205343;100 cátedras por la paz implementadas;100 cátedras por la paz implementadas.;0;100;Mantenimiento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;100;100;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;100;100;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;100;100;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;100;100;100;Sobresaliente;valores iguales;-;Normal;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;4000000;-;-;-;-;-;-;-;-;-;-;4000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;5000000;-;-;-;-;8000000;-;-;-;-;-;-;-;-;-;-;8000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74160000;-;74160000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;12000001;89160001
05;ANTIOQUIA;05088;BELLO;53. 80 porciento de reintegradas participantes en los proceso de reintegración.;Personas reintegradas participantes en los proceso de reintegración.;0;80;1205344;15 talleres de pautas de crianza dictados;15 talleres de pautas de crianza dictados.;0;15;Incremento;A.18;A.18. Justicia y Seguridad;16. Paz, justicia e instituciones sólidas;-;2;2;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;5;5;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;5;19;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;3;3;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;18000000;-;-;-;-;-;-;-;-;-;-;-;18000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18000000;-;18000000;-;-;-;-;3500000;-;-;-;-;-;-;-;-;-;-;3500000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;5000000;-;-;-;-;8000000;-;-;-;-;-;-;-;-;-;-;8000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74160000;-;74160000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;-;-;-;10000000;29500000;107160000
